genre,definition
barbadian pop,[]
classic bollywood,[]
bolero,"['Bolero genre', 'genre song', 'song originated', 'originated eastern', 'eastern Cuba', 'Cuba late', 'late century', 'century trova', 'trova Unrelated', 'Unrelated older', 'older Spanish', 'Spanish dance', 'dance bolero', 'bolero characterized', 'characterized sophisticated', 'sophisticated lyrics', 'lyrics dealing', 'dealing It', 'It called', 'called Latin', 'Latin American', 'American romantic', 'romantic song', 'song twentieth', 'twentieth thematically', 'thematically diverse', 'diverse bolero', 'bolero stem', 'stem directly', 'directly European', 'European lyrical', 'lyrical included', 'included Italian', 'Italian opera', 'opera popular', 'popular urban', 'urban centers', 'centers like', 'like Havana', 'Havana born', 'born form', 'form romantic', 'romantic folk', 'folk poetry', 'poetry cultivated', 'cultivated new', 'new breed', 'breed troubadour', 'troubadour Santiago', 'Santiago de', 'de Pepe', 'Pepe Sánchez', 'Sánchez considered', 'considered father', 'father movement', 'movement author', 'author written', 'written boleros', 'boleros sung', 'sung individual', 'individual trovadores', 'trovadores playing', 'playing Over', 'Over common', 'common trovadores', 'trovadores play', 'play groups', 'groups Thanks', 'Thanks Trío', 'Trío Matamoros', 'Matamoros Trío', 'Trío Los', 'Los bolero', 'bolero achieved', 'achieved widespread', 'widespread popularity', 'popularity Latin', 'Latin United', 'United States', 'States At', 'At Havana', 'Havana fertile', 'fertile ground', 'ground bolero', 'bolero composers', 'composers met', 'met create', 'create compositions', 'compositions improvise', 'improvise new', 'new filin', 'filin derived', 'derived English', 'English word', 'word Many', 'Many enduring', 'enduring pieces', 'pieces written', 'written popularized', 'popularized radio', 'radio cabaret', 'cabaret performances', 'performances singers', 'singers Olga', 'Olga Guillot', 'Guillot Elena', 'Elena backed', 'backed orchestras', 'orchestras big', 'big generally', 'generally time', 'time compositions', 'compositions arrangements', 'arrangements variety', 'variety This', 'This flexibility', 'flexibility enabled', 'enabled boleros', 'boleros feature', 'feature repertoire', 'repertoire Cuban', 'Cuban son', 'son rumba', 'rumba Spanish', 'Spanish copla', 'copla flamenco', 'flamenco early', 'early boleros', 'boleros merged', 'merged forms', 'forms yield', 'yield new', 'new popular', 'popular popular', 'popular In', 'In United', 'United rhumba', 'rhumba ballroom', 'ballroom dance', 'dance emerged', 'emerged adaptation', 'adaptation Boleros', 'Boleros found', 'found African', 'African rumba', 'rumba repertoire', 'repertoire artists', 'artists Kinshasa', 'Kinshasa bolero', 'bolero records', 'records distributed', 'distributed radios', 'radios The', 'The popularity', 'popularity genre', 'genre felt', 'felt far', 'far fashionable', 'fashionable song', 'song style', 'style South', 'South Vietnam', 'Vietnam Fall', 'Fall Saigon', 'Saigon remains', 'remains popular']"
industrial metal,"['Industrial metal', 'metal fusion', 'fusion heavy', 'heavy metal', 'metal industrial', 'industrial typically', 'typically employing', 'employing repeating', 'repeating metal', 'metal guitar', 'guitar synthesizer', 'synthesizer sequencer', 'sequencer distorted', 'distorted Prominent', 'Prominent industrial', 'industrial metal', 'metal acts', 'acts include', 'include Nine', 'Nine Inch', 'Inch Marilyn', 'Marilyn Fear', 'Fear metal', 'metal developed', 'developed late', 'late industrial', 'industrial metal', 'metal began', 'began fuse', 'fuse common', 'common Industrial', 'Industrial metal', 'metal early', 'early particularly', 'particularly North', 'North success', 'success groups', 'groups Nine', 'Nine Inch', 'Inch popularity', 'popularity began', 'began fade', 'fade half']"
dutch pop,"['Nederpop Dutch', 'Dutch pop', 'pop music', 'music pop', 'pop music', 'music Dutch', 'Dutch bands', 'bands play', 'play Dutch', 'Dutch An', 'An English', 'English translation', 'translation Nederpop', 'Nederpop Dutch', 'Dutch term', 'term invented', 'invented describe', 'describe Dutch', 'Dutch pop', 'pop music', 'music scene', 'scene gaining', 'gaining worldwide', 'worldwide exemplified', 'exemplified bands', 'bands Shocking', 'Shocking Golden', 'Golden Earring', 'Earring Most', 'Most Nederpop', 'Nederpop bands', 'bands period', 'period songs', 'songs played', 'played bands', 'bands performed', 'performed exclusively', 'exclusively Dutch', 'Dutch Many', 'Many popular', 'popular thanks', 'thanks airplay', 'airplay offshore', 'offshore pirate', 'pirate radio', 'radio stations', 'stations targeting', 'targeting Netherlands', 'Netherlands Mi', 'Mi Atlantis', 'Atlantis Northsea', 'Northsea early', 'early Nederpop', 'Nederpop term', 'term revived', 'revived sudden', 'sudden growth', 'growth Dutch', 'Dutch language', 'language pop', 'pop music', 'music The', 'The revived', 'revived meaning', 'meaning came', 'came huge', 'huge success', 'success Doe', 'Doe This', 'This success', 'success helped', 'helped bands', 'bands sing', 'sing Dutch']"
brazilian hip hop,"['Brazilian hip', 'hip hop', 'hop national', 'national music', 'music genre', 'genre From', 'From earliest', 'earliest days', 'days communities', 'communities São', 'São Paulo', 'Paulo Rio', 'Rio de', 'de genre', 'genre grown', 'grown countrywide', 'countrywide break', 'break dancers', 'dancers graffiti', 'graffiti artists', 'artists active', 'active complete', 'complete spectrum', 'spectrum society', 'society blending', 'blending cultural', 'cultural heritage', 'heritage American', 'American hip', 'hip hop', 'hop form', 'form contemporary', 'contemporary musical']"
australian dance,"['Ceremonial dancing', 'dancing important', 'important place', 'place Indigenous', 'Indigenous cultures', 'cultures They', 'They vary', 'vary place', 'place ceremonies', 'ceremonies combine', 'combine rituals', 'rituals elaborate', 'elaborate body', 'body decorations', 'decorations The', 'The different', 'different body', 'body paintings', 'paintings indicate', 'indicate type', 'type ceremony', 'ceremony They', 'They play', 'play important', 'important role', 'role marriage', 'marriage education', 'education Indigenous', 'Indigenous storytelling', 'storytelling oral', 'oral The', 'The term', 'term corroboree', 'corroboree commonly', 'commonly refer', 'refer Australian', 'Australian Aboriginal', 'Aboriginal term', 'term origins', 'origins people', 'people Sydney', 'Sydney In', 'In Aboriginal', 'Aboriginal people', 'people perform', 'perform corroborees', 'corroborees In', 'In century', 'century influence', 'influence Indigenous', 'Indigenous Australian', 'Australian dance', 'dance traditions', 'traditions seen', 'seen development', 'development concert', 'concert Aboriginal', 'Aboriginal Centre', 'Centre Performing', 'Performing Arts', 'Arts providing', 'providing training', 'training contemporary', 'contemporary Australian', 'Australian bush', 'bush draws', 'draws traditions', 'traditions Scottish', 'Scottish European', 'European dance', 'dance common', 'common community', 'community Favourite', 'Favourite dances', 'dances include', 'include Irish', 'Irish Céilidh', 'Céilidh quadrille', 'quadrille Locally', 'Locally originated', 'originated dances', 'dances include', 'include Melbourne', 'Melbourne Shuffle', 'Shuffle New', 'New Australian', 'Australian Ballet', 'Ballet foremost', 'foremost classical', 'classical ballet', 'ballet company', 'company It', 'It began', 'began today', 'today recognised', 'recognised major', 'major international', 'international ballet', 'ballet It', 'It based', 'based Melbourne', 'Melbourne performs', 'performs works', 'works classical', 'classical repertoire', 'repertoire contemporary', 'contemporary works', 'works major', 'major Australian', 'Australian international']"
german trap,[]
chanson,"['A chanson', 'chanson chanson', 'chanson generally', 'generally French', 'French refers', 'refers secular', 'secular polyphonic', 'polyphonic French', 'French songs', 'songs late', 'late medieval', 'medieval Renaissance', 'Renaissance The', 'The genre', 'genre origins', 'origins monophonic', 'monophonic songs', 'songs troubadours', 'troubadours polyphonic', 'polyphonic precedents', 'precedents works', 'works Adam', 'Adam de', 'de la', 'la Halle', 'Halle Jehan', 'Jehan de', 'de Not', 'Not ars', 'ars nova', 'nova composer', 'composer Guillaume', 'Guillaume de', 'de Machaut', 'Machaut composer', 'composer write', 'write significant', 'significant number', 'number polyphonic', 'polyphonic broad', 'broad word', 'word literally', 'literally means', 'means French', 'French commonly', 'commonly refers', 'refers variety', 'variety French', 'French genres', 'genres This', 'This includes', 'includes songs', 'songs chanson', 'chanson de', 'de geste', 'geste Grand', 'Grand court', 'court songs', 'songs late', 'late Renaissance', 'Renaissance early', 'early Baroque', 'Baroque music', 'music air', 'air de', 'de popular', 'popular songs', 'songs chanson', 'chanson pour', 'pour art', 'art song', 'song romantic', 'romantic folk', 'folk chanson', 'chanson Since', 'Since term', 'term Nouvelle', 'Nouvelle French', 'French song', 'song contains', 'contains poetic', 'poetic political']"
progressive rock,"['Progressive rock', 'rock prog', 'prog rock', 'rock simply', 'simply conflated', 'conflated art', 'art broad', 'broad genre', 'genre rock', 'rock music', 'music developed', 'developed United', 'United Kingdom', 'Kingdom United', 'United States', 'States late', 'late peaking', 'peaking early', 'early Initially', 'Initially termed', 'termed style', 'style outgrowth', 'outgrowth psychedelic', 'psychedelic bands', 'bands abandoned', 'abandoned standard', 'standard pop', 'pop traditions', 'traditions favour', 'favour instrumentation', 'instrumentation compositional', 'compositional techniques', 'techniques frequently', 'frequently associated', 'associated classical', 'classical Additional', 'Additional elements', 'elements contributed', 'contributed lyrics', 'lyrics technology', 'technology harnessed', 'harnessed new', 'new music', 'music approached', 'approached condition', 'condition focus', 'focus musical', 'musical involved', 'involved creating', 'creating music', 'music listening', 'listening rock', 'rock based', 'based fusions', 'fusions approaches', 'approaches involving', 'involving continuous', 'continuous formalism', 'formalism Due', 'Due historical', 'historical scope', 'scope progressive', 'progressive rock', 'rock limited', 'limited stereotype', 'stereotype long', 'long long', 'long fantasy', 'fantasy grandiose', 'grandiose stage', 'stage sets', 'sets obsessive', 'obsessive dedication', 'dedication technical', 'technical While', 'While genre', 'genre cited', 'cited merging', 'merging high', 'high culture', 'culture low', 'low artists', 'artists incorporated', 'incorporated literal', 'literal classical', 'classical themes', 'themes work', 'work great', 'great handful', 'handful Lake', 'Lake purposely', 'purposely emulated', 'emulated referenced', 'referenced classical', 'classical genre', 'genre coincided', 'coincided economic', 'economic boom', 'boom allowed', 'allowed record', 'record labels', 'labels allocate', 'allocate creative', 'creative control', 'control new', 'new journalistic', 'journalistic division', 'division lent', 'lent generic', 'generic significance', 'significance It', 'It saw', 'saw high', 'high level', 'level popularity', 'popularity faded', 'faded soon', 'soon Conventional', 'Conventional wisdom', 'wisdom holds', 'holds rise', 'rise punk', 'punk rock', 'rock caused', 'caused factors', 'factors contributed', 'contributed Music', 'Music labelled', 'labelled concepts', 'concepts sounds', 'sounds tended', 'tended hostile', 'hostile genre', 'genre completely', 'completely ignore', 'ignore After', 'After late', 'late progressive', 'progressive rock', 'rock fragmented', 'fragmented numerous', 'numerous Some', 'Some bands', 'bands achieved', 'achieved commercial', 'commercial success', 'success changed', 'changed lineups', 'lineups compact', 'compact song', 'song crossed', 'crossed symphonic', 'symphonic arena', 'arena new', 'new groups', 'groups exhibited', 'exhibited progressive', 'progressive features', 'features retroactively', 'retroactively described', 'described The', 'The Canterbury', 'Canterbury originating', 'originating late', 'late denotes', 'denotes subset', 'subset progressive', 'progressive rock', 'rock bands', 'bands emphasised', 'emphasised use', 'use wind', 'wind complex', 'complex chord', 'chord changes', 'changes long', 'long Rock', 'Rock late', 'late combined', 'combined Canterbury', 'Canterbury created', 'created In', 'In new', 'new enjoyed', 'enjoyed commercial', 'commercial accused', 'accused derivative', 'derivative lacking', 'lacking draws', 'draws newer', 'newer developments', 'developments popular', 'popular music']"
baroque pop,"['Baroque pop', 'pop called', 'called baroque', 'baroque fusion', 'fusion genre', 'genre combines', 'combines rock', 'rock music', 'music particular', 'particular elements', 'elements classical', 'classical It', 'It emerged', 'emerged mid', 'mid artists', 'artists pursued', 'pursued orchestral', 'orchestral sound', 'sound identifiable', 'identifiable appropriation', 'appropriation Baroque', 'Baroque compositional', 'compositional styles', 'styles melodies', 'melodies functional', 'functional harmony', 'harmony dramatic', 'dramatic melancholic', 'melancholic Harpsichords', 'Harpsichords figure', 'figure French', 'French string', 'string quartets', 'quartets harpsichords', 'harpsichords deployed', 'deployed number', 'number pop', 'pop hits', 'hits starting', 'starting record', 'record producers', 'producers increasingly', 'increasingly placed', 'placed instrument', 'instrument foreground', 'foreground Inspired', 'Inspired partly', 'partly song', 'song My', 'My groups', 'groups incorporating', 'incorporating baroque', 'baroque classical', 'classical instrumentation', 'instrumentation early', 'early The', 'The term', 'term coined', 'coined promotional', 'promotional material', 'material Left', 'Left harpsichords', 'harpsichords violins', 'violins arrangements', 'arrangements song', 'song Away', 'Away exemplified', 'exemplified mainstream', 'mainstream popularity', 'popularity faded', 'faded partially', 'partially punk', 'punk disco', 'disco hard', 'hard rock', 'rock took', 'took music', 'music produced', 'produced Philadelphia', 'Philadelphia soul', 'soul chamber', 'chamber pop', 'pop incorporated', 'incorporated spirit', 'spirit baroque', 'baroque pop', 'pop contested', 'contested low', 'low fidelity', 'fidelity musical']"
dancehall,"['Dancehall genre', 'genre Jamaican', 'Jamaican popular', 'popular music', 'music originated', 'originated late', 'late dancehall', 'dancehall sparse', 'sparse version', 'version reggae', 'reggae roots', 'roots dominated', 'dominated In', 'In digital', 'digital instrumentation', 'instrumentation changing', 'changing sound', 'sound digital', 'digital dancehall', 'dancehall increasingly', 'increasingly characterized', 'characterized faster', 'faster Key', 'Key elements', 'elements dancehall', 'dancehall music', 'music include', 'include extensive', 'extensive use', 'use Jamaican', 'Jamaican Patois', 'Patois Jamaican', 'Jamaican standard', 'standard English', 'English focus', 'focus track', 'track instrumentals', 'instrumentals saw', 'saw initial', 'initial mainstream', 'mainstream success', 'success Jamaica', 'Jamaica increasingly', 'increasingly popular', 'popular Jamaican', 'Jamaican diaspora', 'diaspora In', 'In dancehall', 'dancehall experienced', 'experienced worldwide', 'worldwide mainstream', 'mainstream began', 'began heavily', 'heavily influence', 'influence work', 'work established', 'established Western', 'Western artists', 'artists helped', 'helped bring', 'bring genre', 'genre Western', 'Western music']"
gruperas inmortales,[]
german rock,"['German rock', 'rock music', 'music came', 'came late', 'late spawned', 'spawned bands', 'bands spanning', 'spanning genres', 'genres Neue', 'Neue Deutsche', 'Deutsche heavy', 'heavy roll', 'roll arose', 'arose United', 'United States', 'States spread', 'spread world', 'world beginning', 'beginning There', 'There German', 'German performers', 'performers American', 'American rock', 'rock popular', 'popular Rockabilly', 'Rockabilly stars', 'stars like', 'like Bill', 'Bill Haley', 'Haley His', 'His Comets', 'Comets particular', 'particular The', 'The reasons', 'reasons lack', 'lack German', 'German musical', 'musical innovation', 'innovation suppression', 'suppression forms', 'forms music', 'music Nazis', 'Nazis traumatic', 'traumatic effects', 'effects Germany', 'Germany center', 'center forms', 'forms modern', 'modern music', 'music Nazi', 'Nazi difficulty', 'difficulty developing', 'developing music', 'music culture']"
shimmer pop,[]
new rave,"['New rave', 'rave typeset', 'typeset nu', 'nu rave', 'rave neu', 'neu genre', 'genre music', 'music described', 'described The', 'The Guardian', 'Guardian DIY', 'DIY disco', 'disco riposte', 'riposte sensitive', 'sensitive indie', 'indie rock', 'rock touted', 'touted bands', 'bands like', 'like Bloc', 'Bloc It', 'It commonly', 'commonly applied', 'applied music', 'music scene', 'scene late', 'late indie', 'indie music', 'music celebrated', 'celebrated late', 'late Madchester', 'Madchester rave', 'rave scenes', 'scenes use', 'use neon', 'neon colours', 'colours term', 'term refer', 'refer going']"
trap brasileiro,[]
britpop,"['Britpop music', 'music culture', 'culture movement', 'movement emphasised', 'emphasised It', 'It produced', 'produced catchier', 'catchier alternative', 'alternative partly', 'partly reaction', 'reaction popularity', 'popularity darker', 'darker lyrical', 'lyrical themes', 'themes grunge', 'grunge music', 'music shoegaze', 'shoegaze music', 'music The', 'The movement', 'movement brought', 'brought British', 'British alternative', 'alternative rock', 'rock mainstream', 'mainstream formed', 'formed backbone', 'backbone larger', 'larger British', 'British popular', 'popular cultural', 'cultural Cool', 'Cool evoked', 'evoked Swinging', 'Swinging Sixties', 'Sixties British', 'British guitar', 'guitar pop', 'pop focus', 'focus bands', 'bands emerged', 'emerged independent', 'independent music', 'music scene', 'scene early', 'early Although', 'Although term', 'term viewed', 'viewed marketing', 'marketing cultural', 'cultural moment', 'moment musical', 'musical style', 'style associated', 'associated bands', 'bands typically', 'typically drew', 'drew British', 'British pop', 'pop music', 'music glam', 'glam rock', 'rock punk', 'punk rock', 'rock indie', 'indie pop', 'pop successful', 'successful bands', 'bands linked', 'linked Britpop', 'Britpop Suede', 'Suede known', 'known Suede', 'Suede Pulp', 'Pulp distanced', 'distanced The', 'The timespan', 'timespan Britpop', 'Britpop generally', 'generally considered', 'considered peak', 'peak years', 'years A', 'A chart', 'chart battle', 'battle Blur', 'Blur Oasis', 'Oasis Battle', 'Battle brought', 'brought movement', 'movement forefront', 'forefront British', 'British press', 'press While', 'While music', 'music main', 'main art', 'art politics', 'politics got', 'got Tony', 'Tony Blair', 'Blair New', 'New Labour', 'Labour aligning', 'aligning late', 'late Britpop', 'Britpop acts', 'acts began', 'began falter', 'falter commercially', 'commercially break', 'break moved', 'moved new', 'new genres', 'genres Britpop', 'Britpop lost', 'lost teen', 'teen artistically', 'artistically segued', 'segued indie', 'indie associated', 'associated bands', 'bands Travis']"
nova mpb,[]
texas country,"['Texas country', 'country music', 'music popularly', 'popularly known', 'known Texas', 'Texas country', 'country Texas', 'Texas rapidly', 'rapidly growing', 'growing subgenre', 'subgenre country', 'country music', 'music Texas', 'Texas country', 'country unique', 'unique style', 'style Western', 'Western music', 'music associated', 'associated distinct', 'distinct neighboring', 'neighboring including', 'including Red', 'Red Dirt', 'Dirt New', 'New Mexico', 'Mexico music', 'music New', 'New Tejano', 'Tejano influenced', 'influenced popular', 'popular parts', 'parts Western', 'Western United', 'United Texas', 'Texas Country', 'Country known', 'known fusing', 'fusing neotraditional', 'neotraditional country', 'country views', 'views outlaw', 'outlaw Texas', 'Texas Country', 'Country blends', 'blends working', 'working theme', 'theme witty', 'witty combine', 'combine stripped', 'stripped music', 'music location', 'location birth', 'birth location', 'location upbringing', 'upbringing calculate', 'calculate definition', 'definition Texas', 'Texas Country', 'Country long', 'long origin', 'origin corporate', 'corporate Nashville', 'Nashville scene', 'scene genre', 'genre tends', 'tends The', 'The genre', 'genre differentiates', 'differentiates Nashville', 'Nashville country', 'country rejection', 'rejection pop', 'pop influences', 'influences found', 'found Nashville', 'Nashville Country', 'Country necessarily', 'necessarily mean', 'mean For', 'For Chris', 'Chris Knight', 'Knight considered', 'considered Texas', 'Texas Country', 'Country despite', 'despite Kentucky', 'Kentucky Adam', 'Adam Alabama', 'Alabama success', 'success Even', 'Even international', 'international Canada', 'Canada native', 'native Corb', 'Corb successful', 'successful Texas', 'Texas Country']"
trance,"['Trance genre', 'genre electronic', 'electronic dance', 'dance music', 'music emerged', 'emerged British', 'British music', 'music scene', 'scene early', 'early German', 'German techno', 'techno hardcore', 'hardcore music', 'music characterized', 'characterized tempo', 'tempo generally', 'generally lying', 'lying beats', 'beats minute', 'minute repeating', 'repeating melodic', 'melodic phrases', 'phrases musical', 'musical form', 'form distinctly', 'distinctly builds', 'builds tension', 'tension elements', 'elements track', 'track culminating', 'culminating Although', 'Although trance', 'trance genre', 'genre liberally', 'liberally incorporates', 'incorporates influences', 'influences musical', 'musical styles', 'styles classical', 'classical tech', 'tech ambient', 'ambient film', 'film trance', 'trance state', 'state hypnotism', 'hypnotism heightened', 'heightened This', 'This portrayed', 'portrayed trance', 'trance music', 'music mixing', 'mixing layers', 'layers distinctly', 'distinctly foreshadowed', 'foreshadowed A', 'A common', 'common characteristic', 'characteristic trance', 'trance music', 'music climax', 'climax followed', 'followed soft', 'soft breakdown', 'breakdown disposing', 'disposing beats', 'beats percussion', 'percussion leaving', 'leaving melody', 'melody atmospherics', 'atmospherics stand', 'stand extended', 'extended period', 'period gradually', 'gradually building', 'building Trance', 'Trance tracks', 'tracks lengthy', 'lengthy allow', 'allow progression', 'progression commonly', 'commonly sufficiently', 'sufficiently sparse', 'sparse opening', 'opening closing', 'closing sections', 'sections facilitate', 'facilitate mixing', 'mixing vocals', 'vocals mixed', 'mixed typically', 'typically performed', 'performed soprano', 'soprano female', 'female traditional', 'traditional Structured', 'Structured vocal', 'vocal form', 'form trance', 'trance music', 'music forms', 'forms basis', 'basis vocal', 'vocal trance', 'trance described', 'described female', 'female leads', 'leads floating', 'floating male', 'male Jonathan']"
australian rock,"['Rock music', 'music known', 'known Oz', 'Oz Australian', 'Australian rock', 'rock Aussie', 'Aussie rock', 'rock music', 'music The', 'The nation', 'nation rich', 'rich history', 'history rock', 'rock music', 'music appreciation', 'appreciation roots', 'roots rock', 'rock usually', 'usually originating', 'originating United', 'United States', 'States continental', 'continental recently', 'recently musical', 'musical styles', 'styles Australian', 'Australian rock', 'rock contributed', 'contributed development', 'development having', 'having unique', 'unique Australiana', 'Australiana sound', 'sound pub', 'pub rock', 'rock indigenous', 'indigenous distinct', 'distinct Australian', 'Australian rock', 'rock The', 'The wave', 'wave influenced', 'influenced American', 'American British', 'British styles', 'styles local', 'local variants', 'variants provided', 'provided artists', 'artists Johnny', 'Johnny hit', 'hit appeared', 'appeared July', 'July Late', 'Late featured', 'featured Bandstand', 'Bandstand toured', 'toured representing', 'representing local', 'local music', 'music record', 'record The', 'The second', 'second wave', 'wave directly', 'directly influenced', 'influenced The', 'The Beatles', 'Beatles tour', 'tour country', 'country June', 'June Two', 'Two major', 'major acts', 'acts era', 'era The', 'The Easybeats', 'Easybeats Bee', 'Bee A', 'A weekly', 'weekly published', 'published aimed', 'aimed teenagers', 'teenagers quickly', 'quickly influential', 'influential popular', 'popular publication', 'publication The', 'The wave', 'wave advent', 'advent pub', 'pub typified', 'typified early', 'early Billy', 'Billy Thorpe', 'Thorpe The', 'The started', 'started pub', 'pub rock', 'rock group', 'group November', 'November Australian', 'Australian rock', 'rock million', 'million sales', 'sales US', 'US era', 'era popular', 'popular music', 'music TV', 'TV program', 'program national', 'national ran', 'ran November', 'November July', 'July After', 'After Australian', 'Australian rock', 'rock began', 'began diversify', 'diversify including', 'including local', 'local contributors', 'contributors punk', 'punk indie', 'indie rock', 'rock By', 'By baby', 'baby boomer', 'boomer acts', 'acts included', 'included John', 'John Whispering', 'Whispering Jack', 'Jack peaked', 'peaked number', 'number Australian', 'Australian charts', 'charts weeks', 'weeks certified', 'certified platinum', 'platinum indicating', 'indicating shipment', 'shipment million', 'million highest', 'highest Australian', 'Australian Also', 'Also indigenous', 'indigenous rock', 'rock Yothu', 'Yothu Yindi', 'Yindi Warumpi', 'Warumpi achieved', 'achieved wider']"
plugg,"['Plugg spelled', 'spelled subgenre', 'subgenre trap', 'trap stems', 'stems production', 'production style', 'style later', 'later polished', 'polished expanded', 'expanded beatmakers', 'beatmakers Beatpluggz', 'Beatpluggz mainly', 'mainly StoopidXool', 'StoopidXool PoloBoyShawty', 'PoloBoyShawty online', 'online distribution', 'distribution platform', 'platform mainline', 'mainline defined', 'defined bombastic', 'bombastic production', 'production rattling', 'rattling drum', 'drum plugg', 'plugg said', 'said described', 'described having', 'having overall', 'overall lush', 'lush jazzy', 'jazzy harmonies', 'harmonies relaxed', 'relaxed drum', 'drum programming', 'programming thick', 'thick Instead', 'Instead mainline', 'mainline plugg', 'plugg drumming', 'drumming mainly', 'mainly employs', 'employs beat', 'beat crash', 'crash cymbals', 'cymbals punctuated', 'punctuated accent', 'accent snares', 'snares As', 'As described', 'described plugg', 'plugg best', 'best intended', 'intended heard', 'heard way', 'way trance', 'trance isolated', 'isolated plugg', 'plugg ranges', 'ranges instrumental', 'instrumental beats', 'beats songs', 'songs rapping', 'rapping mellow', 'mellow Rapping', 'Rapping range', 'range aggressive', 'aggressive relaxed']"
modern indie pop,[]
girl group,"['A girl', 'girl group', 'group music', 'music act', 'act featuring', 'featuring female', 'female singers', 'singers generally', 'generally harmonize', 'harmonize The', 'The term', 'term narrower', 'narrower sense', 'sense United', 'United States', 'States denote', 'denote wave', 'wave American', 'American female', 'female pop', 'pop music', 'music singing', 'singing influenced', 'influenced flourished', 'flourished late', 'late early', 'early decline', 'decline early', 'early rock', 'rock roll', 'roll start', 'start British', 'British members', 'members play', 'play usually', 'usually considered', 'considered separate', 'separate These', 'These groups', 'groups called', 'called terminology', 'terminology universally', 'universally advent', 'advent music', 'music industry', 'industry radio', 'radio number', 'number girl', 'girl groups', 'groups Andrews', 'Andrews The', 'The late', 'late saw', 'saw emergence', 'emergence singing', 'singing groups', 'groups major', 'major distinct', 'distinct girl', 'girl groups', 'groups releasing', 'releasing songs', 'songs reached', 'reached US', 'US UK', 'UK music', 'music charts', 'charts The', 'The Supremes', 'Supremes held', 'held singles', 'singles Billboard', 'Billboard Hot', 'Hot height', 'height wave', 'wave British', 'British Invasion', 'Invasion rivaled', 'rivaled Beatles', 'Beatles later', 'later girl', 'girl group', 'group template', 'template applied', 'applied contemporary', 'contemporary A', 'A globalized', 'globalized music', 'music industry', 'industry gave', 'gave rise', 'rise popularity', 'popularity pop', 'pop music', 'music led', 'led major', 'major record', 'record This', 'This led', 'led South', 'South produced', 'produced popular', 'popular groups', 'groups debuting', 'debuting having', 'having sold', 'sold million', 'million physical', 'physical copies', 'copies With', 'With Spice', 'Spice saw', 'saw target', 'target market', 'market girl', 'girl groups', 'groups shift', 'shift male', 'male audience', 'audience increasingly', 'increasingly female']"
country dawn,[]
j-poprock,[]
white noise,"['In signal', 'signal white', 'white noise', 'noise random', 'random signal', 'signal having', 'having equal', 'equal intensity', 'intensity different', 'different giving', 'giving constant', 'constant power', 'power spectral', 'spectral The', 'The term', 'term similar', 'similar scientific', 'scientific technical', 'technical including', 'including acoustical', 'acoustical statistical', 'statistical White', 'White noise', 'noise refers', 'refers statistical', 'statistical model', 'model signals', 'signals signal', 'signal specific', 'specific White', 'White noise', 'noise draws', 'draws white', 'white light', 'light appears', 'appears white', 'white generally', 'generally flat', 'flat power', 'power spectral', 'spectral density', 'density visible', 'visible discrete', 'discrete white', 'white noise', 'noise discrete', 'discrete signal', 'signal samples', 'samples regarded', 'regarded sequence', 'sequence serially', 'serially uncorrelated', 'uncorrelated random', 'random variables', 'variables zero', 'zero mean', 'mean finite', 'finite single', 'single realization', 'realization white', 'white noise', 'noise random', 'random Depending', 'Depending require', 'require samples', 'samples independent', 'independent identical', 'identical probability', 'probability distribution', 'distribution words', 'words independent', 'independent identically', 'identically distributed', 'distributed random', 'random variables', 'variables simplest', 'simplest representation', 'representation white', 'white In', 'In sample', 'sample normal', 'normal distribution', 'distribution zero', 'zero signal', 'signal said', 'said additive', 'additive white', 'white Gaussian', 'Gaussian samples', 'samples white', 'white noise', 'noise signal', 'signal sequential', 'sequential arranged', 'arranged spatial', 'spatial In', 'In digital', 'digital image', 'image pixels', 'pixels white', 'white noise', 'noise image', 'image typically', 'typically arranged', 'arranged rectangular', 'rectangular assumed', 'assumed independent', 'independent random', 'random variables', 'variables uniform', 'uniform probability', 'probability distribution', 'distribution The', 'The concept', 'concept defined', 'defined signals', 'signals spread', 'spread complicated', 'complicated sphere', 'sphere white', 'white noise', 'noise signal', 'signal purely', 'purely theoretical', 'theoretical The', 'The bandwidth', 'bandwidth white', 'white noise', 'noise limited', 'limited practice', 'practice mechanism', 'mechanism noise', 'noise transmission', 'transmission medium', 'medium finite', 'finite observation', 'observation random', 'random signals', 'signals considered', 'considered observed', 'observed flat', 'flat spectrum', 'spectrum range', 'range frequencies', 'frequencies relevant', 'relevant For', 'For audio', 'audio relevant', 'relevant range', 'range band', 'band audible', 'audible sound', 'sound frequencies', 'frequencies Such', 'Such signal', 'signal heard', 'heard human', 'human ear', 'ear hissing', 'hissing resembling', 'resembling sound', 'sound sustained', 'sustained On', 'On sound', 'sound colored', 'colored noise', 'noise formant', 'formant In', 'In music', 'music term', 'term signal', 'signal similar', 'similar hissing', 'hissing term', 'term white', 'white noise', 'noise context', 'context phylogenetically', 'phylogenetically based', 'based statistical', 'statistical methods', 'methods refer', 'refer lack', 'lack phylogenetic', 'phylogenetic pattern', 'pattern comparative', 'comparative It', 'It analogously', 'analogously nontechnical', 'nontechnical contexts', 'contexts mean', 'mean talk', 'talk meaningful']"
