genre,definition
brooklyn drill,"Brooklyn drill regional subgenre drill music , centered Brooklyn , New York , began derivative drill music scene Chicago later derivative UK drill 808 percussion sliding notes producers UK drill scene . Brooklyn drill emerged 2014 single "" Hot Nigga "" rapper Bobby Shmurda . early pioneers rappers Rowdy Rebel , Bam Bino , Money Millz , Dah Dah Curly Savv . popular mainstream 2019 late Pop Smoke . success mixtapes Meet Woo ( 2019 ) Meet Woo 2 ( 2020 ) ,   Pop Smoke introduced Brooklyn drill mainstream music industry . notable Brooklyn drill artists include Fivio Foreign , 22Gz , Sheff G , Sleepy Hallow , Dusty Locane . 

"
new french touch,
otacore,
bachata,"Bachata refer : 

 Bachata ( music ) , genre Latin American music 
 Traditional bachata , subgenre bachata music 
 Bachata ( dance ) , dance style Dominican Republic 
 Bachatón , hybrid bachata / reggaeton music style 
 "" Bachata "" ( song ) , song Lou Bega"
screamo,"Screamo ( referred skramz ) aggressive subgenre emo emerged early 1990s emphasizes "" willfully experimental dissonance dynamics "" . San Diego - based bands Heroin Antioch Arrow pioneered genre early 1990s , developed late 1990s mainly bands East Coast United States Orchid , Funeral Diner , Saetia , Pg . 99 , Hate . Screamo strongly influenced hardcore punk characterized use screamed vocals . Lyrical themes usually include emotional pain , death , romance , human rights . term "" screamo "" frequently mistaken referring music screaming vocals . Screamo experienced popularity 2000s success bands like Alesana , Thursday , Underoath , Silverstein , Hawthorne Heights , Alexisonfire , Senses Fail . genre popularity declined 2010s continued underground success bands like 
 La Dispute Pianos Teeth ."
pop soul,"Pop music genre popular music originated modern form mid-1950s United States United Kingdom . terms popular music pop music interchangeably , describes music popular includes disparate styles . 1950s 1960s , pop music encompassed rock roll youth - oriented styles influenced . Rock pop music remained roughly synonymous late 1960s , pop associated music commercial , ephemeral , accessible . 
 music appears record charts seen pop music , genre distinguished chart music . Identifying factors usually include repeated choruses hooks , short medium - length songs written basic format ( verse - chorus structure ) , rhythms tempos easily danced . pop music borrows elements styles rock , urban , dance , Latin , country . 
 list styles pop music ."
country pop,"Country pop ( known pop country urban cowboy ) fusion genre country music pop music developed members country genre desire reach larger , mainstream audience . Country pop music blends genres like rock , pop , country , continuing similar efforts began late 1950s , known originally Nashville sound later Countrypolitan . mid-1970s , country artists transitioning pop - country sound , led records ' charting high mainstream 40 Billboard country chart . - turn , pop easy listening artists crossed country charts time . declining popularity neotraditional movement 1980s , country pop comeback 1990s sound drew heavily pop rock adult contemporary . 

"
kleine hoerspiel,
funk rock,"Funk rock fusion genre mixes elements funk rock . James Brown declared Little Richard mid-1950s road band , Upsetters , funk rock roll beat , biographer stating music "" spark[ed ] musical transition fifties rock roll sixties funk . ""Funk rock earliest incarnation record heard late 1960s mid-1970s acts Jimi Hendrix Experience ( later work / Band Gypsys ) , Eric Burdon War , Redbone , Rick Derringer , David Bowie , Aerosmith , Wild Cherry , Average White Band , Gary Wright , Trapeze , Bar - Kays , Black Merda , Parliament - Funkadelic , Betty Davis Mother Finest . 1980s 1990s funk rock music experienced surge popularity , bands Tom Tom Club , Pigbag , INXS , Talking Heads , Devo , Fine Young Cannibals Cameo dabbling sound . Groups including Red Hot Chili Peppers , Rage Machine , Incubus , Mr. Bungle , Primus Faith notably combined funk rock metal , punk , hip hop experimental music , leading emergence genre known funk metal "" punk - funk . """
symphonic rock,"Progressive rock ( shortened prog rock simply prog ; conflated art rock ) broad genre rock music developed United Kingdom United States mid- late 1960s , peaking early 1970s . Initially termed "" progressive pop "" , style outgrowth psychedelic bands abandoned standard pop traditions favour instrumentation compositional techniques frequently associated jazz , folk , classical music . Additional elements contributed "" progressive "" label : lyrics poetic , technology harnessed new sounds , music approached condition "" art "" , studio , stage , focus musical activity , involved creating music listening dancing . 
 Progressive rock based fusions styles , approaches genres , involving continuous formalism eclecticism . historical reception , scope progressive rock limited stereotype long solos , long albums , fantasy lyrics , grandiose stage sets costumes , obsessive dedication technical skill . genre cited merging high culture low culture , artists incorporated literal classical themes work great degree , handful groups , Emerson , Lake & Palmer , purposely emulated referenced classical music . 
 genre coincided mid-1960s economic boom allowed record labels allocate creative control artists , new journalistic division "" pop "" "" rock "" lent generic significance terms . saw high level popularity early - - mid-1970s , faded soon . Conventional wisdom holds rise punk rock caused , factors contributed decline . Music critics , labelled concepts "" pretentious "" sounds "" pompous "" "" overblown "" , tended hostile genre completely ignore . late 1970s , progressive rock fragmented numerous forms . bands achieved commercial success 1980s ( albeit changed lineups compact song structures ) crossed symphonic pop , arena rock , new wave . 
 Early groups exhibited progressive features retroactively described "" proto - prog "" . Canterbury scene , originating late 1960s , denotes subset progressive rock bands emphasised use wind instruments , complex chord changes long improvisations . Rock Opposition , late 1970s , avant - garde , combined Canterbury style , created avant - prog . 1980s , new subgenre , neo - progressive rock , enjoyed commercial success , accused derivative lacking innovation . Post - progressive draws newer developments popular music avant - garde mid-1970s ."
turkish rock,"Anatolian rock ( Turkish : Anadolu rock ) , known Turkish psychedelic rock , fusion Turkish folk music rock . emerged mid-1960s , soon rock groups popular Turkey . known members genre includes Turkish musicians Barış Manço , Cem Karaca , Erkin Koray , Selda Bağcan , Fikret Kızılok alongside bands Moğollar , Kurtalan Ekspres 3 Hürel ."
melodic drill,
florida rap,
outlaw country,"Outlaw country subgenre American country music created small group iconoclastic artists active 1970s early 1980s , known collectively outlaw movement , fought won creative freedom outside Nashville establishment dictated sound country music era . Willie Nelson , Waylon Jennings , Kris Kristofferson , David Allan Coe movement commercially successful members . 
 music roots earlier subgenres like Western , honky tonk rockabilly characterized blend rock folk rhythms , country instrumentation introspective lyrics . movement began reaction slick production limiting structures Nashville sound developed record producers like Chet Atkins . 

"
aesthetic rap,
r&b en espanol,"R , r , eighteenth letter modern English alphabet   ISO basic Latin alphabet . English ar ( pronounced ) , plural ars , Ireland .The letter ⟨r⟩ eighth common letter English fourth - common consonant ( ⟨t⟩ , ⟨n⟩ , ⟨s⟩).The letter ⟨r⟩ form ending "" -re "" , certain words centre varieties English spelling , British English . Canadian English uses "" -re "" ending , unlike American English , ending usually replaced "" -er "" ( center ) . affect pronunciation ."
memphis hip hop,"Memphis rap , known Memphis hip hop Memphis horrorcore , regional subgenre hip hop music originated Memphis , Tennessee early 1990s ."
afrofuturism,"Afrofuturism cultural aesthetic , philosophy science history explores intersection African diaspora culture science technology . addresses themes concerns African diaspora technoculture speculative fiction , encompassing range media artists shared interest envisioning black futures stem Afro - diasporic experiences . Afrofuturism commonly associated science fiction , encompass speculative genres fantasy , alternate history , magic realism . term coined Mark Dery , American Cultural critic 1993 explored late 1990s conversations led Alondra Nelson . Ytasha L. Womack , writer Afrofuturism : World Black Sci - Fi Fantasy Culture , defines "" intersection imagination , technology , future liberation "" . follows quote curator Ingrid LaFleur defines "" way imagining possible futures black cultural lens . "" Kathy Brown paraphrases Bennett Capers ' 2019 work stating Afrofuturism "" forward thinking backward thinking , having distressing past , distressing present , looking forward thriving future . "" said genre "" fluid malleable , "" bringing technology , African culture , "" influences . ""Seminal Afrofuturistic works include novels Samuel R. Delany Octavia Butler ; canvases Jean - Michel Basquiat Angelbert Metoyer , photography Renée Cox ; explicitly extraterrestrial mythoi Parliament - Funkadelic , Herbie Hancock partnership Robert Springett visual artists , developing use synthesizers , Jonzun Crew , Warp 9 , Deltron 3030 , Kool Keith , Sun Ra Marvel Comics superhero Black Panther ."
turkish trap,
urbano chileno,
new orleans rap,"Southern hip hop , known Southern rap , South Coast hip hop , dirty south , blanket term regional genre American hip hop music emerged Southern United States , especially Atlanta , New Orleans , Houston , Memphis , Miami — cities constitute "" Southern Network "" rap music . music reaction 1980s flow hip hop culture New York City Los Angeles area considered major American hip hop scene , alongside East Coast hip hop West Coast hip hop . early Southern rap artists released music independently mixtapes encountering difficulty securing record - label contracts 1990s . early 2000s , Southern artists attained success , decade went , mainstream underground varieties Southern hip hop popular influential entire genre . 

"
bubblegum pop,"Bubblegum ( called bubblegum pop ) genre rock roll pop music catchy upbeat style considered disposable , contrived , marketed children adolescents . term refers pop subgenre , originating United States late 1960s , evolved garage rock , novelty songs , Brill Building sound , defined target demographic preteens young teenagers . Archies ' 1969 hit "" Sugar , Sugar "" representative example led cartoon rock , short - lived trend Saturday - morning cartoon series heavily featured pop rock songs bubblegum vein . 
 Producers Jerry Kasenetz Jeffry Katz claimed credit coining "" bubblegum "" , saying discussed target audience , decided "" teenagers , young kids . time chewing bubblegum , partner look laugh , ' Ah , like bubblegum music ' . "" term popularized boss , Buddah Records label executive Neil Bogart . 
 bubblegum acts - hit wonders ( notable exceptions included Partridge Family Tommy Roe ) sound remained significant commercial force early 1970s . Commentators debate scope genre variously argued exclusion inclusion dance - pop , disco , teen pop , boy bands , especially Monkees . 1970s , original bubblegum sound formative influence punk rock , new wave , melodic metal ."
pop reggaeton,
japanese teen pop,
funk mtg,
turkish hip hop,"Turkish hip hop refers hip hop music produced members Turkish minority Germany , lesser degree hip hop artists Turkey . Turkish minority , called Turks , drew inspiration discrimination racism received living migrant workers Germany 1960s . Turkish hip hop uses Arabesk music , folk style finds roots Turkey 1960s , influenced hip hop music America Germany . Album artwork , lyrical content , Turkish language hip hop artists express uniquely Turkish identity . 
 Turkish hip hop album recorded Nuremberg , Germany group King Size Terror 1991 . Islamic Force ( known KanAK ) recognized beginning Turkish hip hop . Turkish hip hop outlet feel marginalized Turks living German society ."
barbadian pop,
classic bollywood,
bolero,"Bolero genre song originated eastern Cuba late 19th century trova tradition . Unrelated older Spanish dance , bolero characterized sophisticated lyrics dealing love . called "" quintessential Latin American romantic song twentieth century"" . Unlike simpler , thematically diverse canción , bolero stem directly European lyrical tradition , included Italian opera canzone , popular urban centers like Havana time . Instead , born form romantic folk poetry cultivated new breed troubadour Santiago de Cuba , trovadores . Pepe Sánchez considered father movement author bolero , "" Tristezas "" , written 1883 . Originally , boleros sung individual trovadores playing guitar . time , common trovadores play groups dúos , tríos , cuartetos , etc . Thanks Trío Matamoros , later , Trío Los Panchos , bolero achieved widespread popularity Latin America , United States Spain . time , Havana fertile ground bolero composers met create compositions improvise new tunes ; - called filin movement , derived English word "" feeling "" . genre enduring pieces written popularized radio cabaret performances singers Olga Guillot Elena Burke , backed orchestras big bands . Boleros generally 4/4 time , musically , compositions arrangements variety forms . flexibility enabled boleros feature repertoire Cuban son rumba ensembles , Spanish copla flamenco singers , early 20th century . Occasionally , boleros merged forms yield new subgenres , bolero - son , popular 1930s 1940s , bolero - cha , popular 1950s . United States , rhumba ballroom dance emerged adaptation bolero - son 1930s . Boleros found African rumba repertoire artists Kinshasa Dakar , bolero records distributed radios G.V. Series . popularity genre felt far Vietnam , fashionable song style South Vietnam Fall Saigon 1975 remains popular Vietnamese ."
industrial metal,"Industrial metal fusion heavy metal industrial music , typically employing repeating metal guitar riffs , sampling , synthesizer sequencer lines , distorted vocals . Prominent industrial metal acts include Ministry , Inch Nails , Marilyn Manson , Rammstein , Godflesh , Fear Factory . Industrial metal developed late 1980s , industrial metal began fuse common genre .   Industrial metal early 1990s , particularly North America , success groups Inch Nails , popularity began fade half 1990s ."
dutch pop,"Nederpop Dutch pop music pop music   Dutch bands artists . 
 play country Dutch ( Nederland ) . English translation Netherpop . Nederpop Dutch term invented mid-1970s describe Dutch pop music scene 1960s 1970s gaining worldwide attention , exemplified bands Shocking Blue , Golden Earring Focus . Nederpop bands period English - language songs played instrumentals , bands performed exclusively Dutch language . popular thanks airplay offshore pirate radio stations targeting Netherlands Mi Amigo , Veronica , Atlantis Northsea International . 
 early 1980s , Nederpop term revived sudden growth Dutch language pop music Netherlands . revived meaning came huge success Doe Maar . success helped bands sing Dutch and/or spotlight ."
brazilian hip hop,"Brazilian hip hop national music genre Brazil . earliest days African - Brazilian communities São Paulo Rio de Janeiro , genre grown countrywide phenomena . Rappers , DJs , break dancers graffiti artists active complete spectrum society blending Brazil cultural heritage American hip hop form contemporary musical fusion ."
australian dance,"Ceremonial dancing important place Indigenous cultures Australia . vary place place , ceremonies combine dance , song , rituals elaborate body decorations costumes . different body paintings indicate type ceremony performed . play important role marriage ceremonies , education Indigenous children , storytelling oral history . term corroboree commonly refer Australian Aboriginal dances , term origins people Sydney region . places , Aboriginal people perform corroborees tourists . 20th century influence Indigenous Australian dance traditions seen development concert dance , Aboriginal Centre Performing Arts ( ACPA ) providing training contemporary dance . 
 Australian bush dance , draws traditions English , Irish , Scottish European dance styles , common community activity . Favourite dances include Irish Céilidh "" Pride Erin "" quadrille "" Lancers "" . Locally originated dances include "" Waves Bondi "" , Melbourne Shuffle New Vogue . 
 Australian Ballet foremost classical ballet company Australia . began 1962 today recognised world major international ballet companies . based Melbourne performs works classical repertoire contemporary works major Australian international choreographers . 

"
german trap,
chanson,"chanson ( UK : , : , French : chanson française , [ ʃɑ̃sɔ̃ fʁɑ̃sɛz ] ( listen ) ; lit .   ' French song ' ) generally lyric - driven French song , refers secular polyphonic French songs late medieval Renaissance music . genre origins monophonic songs troubadours trouvères , polyphonic precedents 16 works Adam de la Halle Jehan de Lescurel . ars nova composer Guillaume de Machaut composer write significant number polyphonic chansons . broad term , word "" chanson "" literally means "" song "" French commonly refers variety ( usually secular ) French genres history . includes songs chansonnier , chanson de geste Grand chant ; court songs late Renaissance early Baroque music periods , air de cour ; popular songs 17th 19th century , bergerette , brunette , chanson pour boire , pastourelle , vaudeville ; art song romantic era , mélodie ; folk music , chanson populaire . 1990s , term Nouvelle Chanson , French song contains poetic political content . 

"
progressive rock,"Progressive rock ( shortened prog rock simply prog ; conflated art rock ) broad genre rock music developed United Kingdom United States mid- late 1960s , peaking early 1970s . Initially termed "" progressive pop "" , style outgrowth psychedelic bands abandoned standard pop traditions favour instrumentation compositional techniques frequently associated jazz , folk , classical music . Additional elements contributed "" progressive "" label : lyrics poetic , technology harnessed new sounds , music approached condition "" art "" , studio , stage , focus musical activity , involved creating music listening dancing . 
 Progressive rock based fusions styles , approaches genres , involving continuous formalism eclecticism . historical reception , scope progressive rock limited stereotype long solos , long albums , fantasy lyrics , grandiose stage sets costumes , obsessive dedication technical skill . genre cited merging high culture low culture , artists incorporated literal classical themes work great degree , handful groups , Emerson , Lake & Palmer , purposely emulated referenced classical music . 
 genre coincided mid-1960s economic boom allowed record labels allocate creative control artists , new journalistic division "" pop "" "" rock "" lent generic significance terms . saw high level popularity early - - mid-1970s , faded soon . Conventional wisdom holds rise punk rock caused , factors contributed decline . Music critics , labelled concepts "" pretentious "" sounds "" pompous "" "" overblown "" , tended hostile genre completely ignore . late 1970s , progressive rock fragmented numerous forms . bands achieved commercial success 1980s ( albeit changed lineups compact song structures ) crossed symphonic pop , arena rock , new wave . 
 Early groups exhibited progressive features retroactively described "" proto - prog "" . Canterbury scene , originating late 1960s , denotes subset progressive rock bands emphasised use wind instruments , complex chord changes long improvisations . Rock Opposition , late 1970s , avant - garde , combined Canterbury style , created avant - prog . 1980s , new subgenre , neo - progressive rock , enjoyed commercial success , accused derivative lacking innovation . Post - progressive draws newer developments popular music avant - garde mid-1970s ."
baroque pop,"Baroque pop ( called baroque rock ) fusion genre combines rock music particular elements classical music . emerged mid 1960s artists pursued majestic , orchestral sound identifiable appropriation Baroque compositional styles ( contrapuntal melodies functional harmony patterns ) dramatic melancholic gestures . Harpsichords figure prominently , oboes , French horns , string quartets common . harpsichords deployed number pop hits 1940s , starting 1960s , record producers increasingly placed instrument foreground arrangements . Inspired partly Beatles ' song "" Life "" ( 1965 ) , groups incorporating baroque classical instrumentation early 1966 . term "" baroque rock "" coined promotional material Left Banke , harpsichords violins arrangements 1966 song "" Walk Away Renée "" exemplified style . Baroque pop mainstream popularity faded 1970s , partially punk rock , disco hard rock took ; nonetheless , music produced genre tradition . Philadelphia soul 1970s chamber pop 1990s incorporated spirit baroque pop contested time low fidelity musical aesthetic ."
dancehall,"Dancehall genre Jamaican popular music originated late 1970s . Initially , dancehall sparse version reggae roots style , dominated 1970s . mid-1980s , digital instrumentation prevalent , changing sound considerably , digital dancehall ( "" ragga "" ) increasingly characterized faster rhythms . Key elements dancehall music include extensive use Jamaican Patois Jamaican standard English focus track instrumentals ( "" riddims "" ) . 

 Dancehall saw initial mainstream success Jamaica 1980s , 1990s , increasingly popular Jamaican diaspora communities . 2000s , dancehall experienced worldwide mainstream success , 2010s , began heavily influence work established Western artists producers , helped bring genre Western music mainstream ."
gruperas inmortales,
german rock,"German rock music ( Deutschrock ) came late 1960s , spawned bands spanning genres krautrock , Neue Deutsche Welle , heavy metal , punk , industrial . 
 Rock roll arose United States 1940s , spread world beginning 1956 .   German performers time , American rock popular ( West ) Germany . Rockabilly stars like Bill Haley & Comets particular popularity . reasons lack German musical innovation suppression "" degenerate "" forms music Nazis and/or traumatic effects war — Germany center forms modern music Nazi era , difficulty developing music culture war ."
shimmer pop,
new rave,"New rave ( typeset nu - rave , nu rave neu rave ) genre music described Guardian "" - yer - face , DIY disco riposte sensitive indie rock touted bands like Bloc Party . "" commonly applied British - based music scene 2005 late 2008 fast - paced electronica - influenced indie music celebrated late 1980s Madchester rave scenes use neon colours term ' raving ' refer going nightclubbing ."
trap brasileiro,
britpop,"Britpop mid-1990s British - based music culture movement emphasised Britishness . produced brighter , catchier alternative rock , partly reaction popularity darker lyrical themes - led grunge music UK shoegaze music scene . movement brought British alternative rock mainstream formed backbone larger British popular cultural movement , Cool Britannia , evoked Swinging Sixties British guitar pop decade . 
 Britpop media - driven focus bands emerged independent music scene early 1990s . term viewed marketing tool , cultural moment musical style genre , associated bands typically drew British pop music 1960s , glam rock punk rock 1970s indie pop 1980s . 
 successful bands linked Britpop Oasis , Blur , Suede Pulp , known movement "" big "" , Suede Pulp distanced term . timespan Britpop generally considered 1993–1997 , peak years 1995–1996 . chart battle Blur Oasis ( dubbed "" Battle Britpop "" ) brought movement forefront British press 1995 . music main focus , fashion , art politics got involved , Tony Blair New Labour aligning movement . 
 late 1990s , Britpop acts began falter commercially break , moved new genres styles . Commercially , Britpop lost teen pop , artistically segued post - Britpop indie movement , associated bands Travis Coldplay . 

"
nova mpb,
texas country,"Texas country music ( popularly known Texas country Texas music ) rapidly growing subgenre country music Texas . Texas country unique style Western music associated distinct neighboring styles , including Red Dirt Oklahoma , New Mexico music New Mexico , Tejano Texas ,   influenced years , popular Texas , Midwest , Southwest , parts Western United States . Texas Country known fusing neotraditional country outspoken , care - free views outlaw country . Texas Country blends sub - genres "" common working man "" theme witty undertones , combine stripped music sound . 
 location birth location upbringing calculate definition Texas Country artist , long origin corporate Nashville scene genre tends anti - Nashville . genre differentiates Nashville country rejection pop influences found Nashville Country recently , necessarily mean artist / group Texas - based . example , Chris Knight considered Texas Country musician , despite Kentucky ties . Adam Hood , Alabama native , success genre . international musicians , Alberta , Canada native Corb Lund , successful Texas Country scene ."
trance,"Trance genre electronic dance music emerged British new - age music scene early 1990s German techno hardcore scenes . Trance music characterized tempo generally lying 135–150 beats minute ( BPM ) , repeating melodic phrases musical form distinctly builds tension elements track culminating 1 2 "" peaks "" "" drops "" . trance genre , liberally incorporates influences musical styles techno , house , pop , chill - , classical music , tech house , ambient film music . trance state hypnotism heightened consciousness . portrayed trance music mixing layers distinctly foreshadowed build - release . common characteristic trance music mid - song climax followed soft breakdown disposing beats percussion entirely , leaving melody atmospherics stand extended period gradually building . Trance tracks lengthy allow progression commonly sufficiently sparse opening closing sections facilitate mixing DJs . Trance instrumental , vocals mixed : typically performed mezzo - soprano soprano female soloists , traditional verse / chorus structure . Structured vocal form trance music forms basis vocal trance subgenre , described "" grand , soaring , operatic "" "" ethereal female leads floating synths "" . , male singers , Jonathan Mendelsohn , featured ."
australian rock,"Rock music Australia , known Oz rock , Australian rock Aussie rock , rock music Australia . nation rich history rock music appreciation roots rock genres , usually originating United States Britain , continental Europe , recently musical styles Africa . Australian rock contributed development genres , having unique Australiana sound pub rock indigenous music . 
 1955 1975 distinct "" waves "" Australian rock occurred . wave 1955 1963 influenced American British styles local variants provided artists Johnny O'Keefe , hit "" Wild "" , appeared July 1958 . Late stage , clean - cut acts , featured TV Bandstand toured "" Bandstand family "" , representing local music record charts . second wave 1964 1969 directly influenced Beatles tour country June 1964 . major acts era Easybeats Bee Gees . weekly magazine , - Set , published 1966 1974 , aimed teenagers - year - olds , quickly influential popular music - related publication period . wave 1970 1975 , advent pub rock , typified early exponents , Billy Thorpe & Aztecs , Blackfeather , Buffalo . Internationally , AC / DC started pub rock group November 1973 - known Australian rock bands , 71 million sales 2014.Beginning era Countdown , popular music TV program national broadcaster , ABC , ran November 1974 July 1987 . 1975 Australian rock began diversify including local contributors punk indie rock styles . 1980s baby boomer acts prominent , included John Farnham , album , Whispering Jack ( October 1986 ) peaked number Australian charts 25 weeks certified 24x platinum indicating shipment 1.68 million copies — highest Australian artist . decade , indigenous rock groups , Yothu Yindi Warumpi Band , achieved wider recognition ."
plugg,"Plugg ( spelled plug ) subgenre trap music , stems production style Zaytoven , later polished expanded beatmakers Beatpluggz collective , mainly MexikoDro , StoopidXool PoloBoyShawty mid-2010s online distribution platform SoundCloud . Unlike mainline trap , defined bombastic production rattling hi - hat drum patterns , plugg said dreamy , laidback , atmospheric , spacey , airy , minimal 
 catchy , described having overall lush jazzy atmosphere , ethereal 
 multi - instrumental harmonies melodies , sparse , disjoint , relaxed drum programming hi - hats , thick basslines . Instead hi - hats mainline trap , plugg drumming mainly employs beat skips , crash cymbals punctuated accent snares half - beats . described critic , plugg best intended heard , "" experience[d ] .. [ ] way intended : day - long trance isolated abode"" . Vocally , plugg ranges instrumental beats vocals , songs rapping mellow singing . Rapping flows , plugg , range aggressive relaxed mellow ."
modern indie pop,
girl group,"girl group music act featuring female singers generally harmonize . term "" girl group "" narrower sense United States denote wave American female pop music singing groups , influenced doo - wop flourished late 1950s early 1960s decline early rock roll start British Invasion . - female bands , members play instruments , usually considered separate phenomenon . groups called "" girl bands "" differentiate , terminology universally followed . 
 advent music industry radio broadcasting , number girl groups emerged , Andrews Sisters . late 1950s saw emergence - female singing groups major force , 750 distinct girl groups releasing songs reached UK music charts 1960 1966 . Supremes held 12 number - singles Billboard Hot 100 height wave British Invasion rivaled Beatles popularity . later eras , girl group template applied disco , contemporary R&B , country - based formats , pop . globalized music industry gave rise popularity dance - oriented pop music led major record labels . emergence , led , UK , South Korea , Japan , produced popular acts , groups debuting 1990 having sold 15 million physical copies albums . Spice Girls , 1990s saw target market girl groups shift male audience increasingly female . 

"
country dawn,
j-poprock,
white noise,"signal processing , white noise random signal having equal intensity different frequencies , giving constant power spectral density . term , similar meanings , scientific technical disciplines , including physics , acoustical engineering , telecommunications , statistical forecasting . White noise refers statistical model signals signal sources , specific signal . White noise draws white light , light appears white generally flat power spectral density visible band . 

 discrete time , white noise discrete signal samples regarded sequence serially uncorrelated random variables zero mean finite variance ; single realization white noise random shock . Depending context , require samples independent identical probability distribution ( words independent identically distributed random variables simplest representation white noise ) . particular , sample normal distribution zero mean , signal said additive white Gaussian noise . samples white noise signal sequential time , arranged spatial dimensions . digital image processing , pixels white noise image typically arranged rectangular grid , assumed independent random variables uniform probability distribution interval . concept defined signals spread complicated domains , sphere torus . 

 infinite - bandwidth white noise signal purely theoretical construction . bandwidth white noise limited practice mechanism noise generation , transmission medium finite observation capabilities . , random signals considered "" white noise "" observed flat spectrum range frequencies relevant context . audio signal , relevant range band audible sound frequencies ( 20 20,000 Hz ) . signal heard human ear hissing sound , resembling /h/ sound sustained aspiration . hand , "" sh "" sound /ʃ/ "" ash "" colored noise formant structure . music acoustics , term "" white noise "" signal similar hissing sound . 
 term white noise context phylogenetically based statistical methods refer lack phylogenetic pattern comparative data .   analogously nontechnical contexts mean "" random talk meaningful contents "" ."
power metal,"Power metal subgenre heavy metal combining characteristics traditional heavy metal speed metal , symphonic context . Generally , power metal characterized faster , lighter , uplifting sound , contrast heaviness dissonance prevalent , example , extreme metal . Power metal bands usually anthem - like songs fantasy - based subject matter strong choruses , creating theatrical , dramatic emotionally "" powerful "" sound . term mid-1980s refers different related styles : 

 pioneered largely practiced North America harder sound similar speed metal ; 
 later , widespread popular style based Europe lighter , melodic sound frequent use keyboards ."
brazilian gospel,"music Brazil encompasses regional musical styles influenced European , American , African Amerindian forms . Brazilian music developed unique original styles forró , repente , coco de roda , axé , sertanejo , samba , bossa nova , MPB , música nativista , pagode , tropicália , choro , maracatu , embolada ( coco de repente ) , frevo , brega , Brazilian funk , modinha Brazilian versions foreign musical styles , rock , pop music , soul , hip - hop , disco music , country music , ambient , industrial psychedelic music , rap , classical music , fado , gospel . 
 Samba known form Brazilian music worldwide , especially country carnival , bossa nova , Antônio Carlos Jobim acclaimed composers performers , received attention abroad 1950s , song "" Desafinado "" , interpreted João Gilberto , released . 
 winners Shell Brazilian Music prize left legacy Brazilian music representatives Brazilian popular music : Pixinguinha ( choro ) , Antônio Carlos Jobim ( bossa nova ) , Dorival Caymmi ( samba samba - canção ) . 
 Instrumental music largely practiced Brazil , styles ranging classical popular jazz influenced forms . later , Naná Vasconcelos , Pixinguinha , Hermeto Pascoal Egberto Gismonti significant figures . Notable classical composers include Heitor Villa - Lobos , Carlos Gomes Cláudio Santoro . country growing community modern / experimental composition , including electroacoustic music ."
north carolina hip hop,
modern blues rock,
dominican pop,
compositional ambient,
show tunes,"tune song originally written score work musical theatre , musical film TV , especially piece question standard , detached people minds original context . tunes vary style , tend share common characteristics — usually fit context story told original musical , useful enhancing heightening choice moments . particularly common form tune "" Want "" song , composer Stephen Schwartz noted particularly likely lifespan outside spawned . tunes major venue popular music rock roll television era ; hits songwriters Jerome Kern , Cole Porter , George Gershwin came shows . ( television rock era , stage musicals managed turn tunes major pop music hits , aided film adaptations exposure variety shows . ) tunes longer major role popular music heyday , remain somewhat popular , especially niche audiences . tunes disproportionate songs variations Great American Songbook . 
 reverse phenomenon , popular songs form basis stage musical , known jukebox musical . 

"
dutch hip hop,"article written predominantly Netherlands viewpoint – neglecting Belgian ( Flanders ) scene , let Dutch- mixed - language rap / hip hop Caribbean parts Kingdom Netherlands , Suriname ! 
 Dutch hip hop Nederhop ( "" Netherhop "" ) , hip hop / rap music created Dutch speaking musicians Netherlands Flanders ( Belgium ) . Dutch speaking rappers Europe typically worked English , began change 1986 , underground scene . Osdorp Posse record release Dutch language hip hop singles , 1990 , took 1995 Dutch language rap single achieve main chart hit : Spraakwater Extince . rapper Def Rhymz achieved Dutch main chart top-1 hits Doekoe ( Sranan Tongo ' money ' ; 1999 ) , Schudden ( "" Shake ( it)""/""Shaking "" ; 2001 ) , Dutch language hip hop grown staple mainstream pop music Netherlands Flanders 21st century . 
 2021 , Netherlands music streaming charts dominated Dutch rap music artists like Boef , Josylvio , Broederliefde , Lil ' Kleine , Snelle , Sevn Alias ."
pittsburgh rap,
social media pop,
funk ostentacao,"Funk ostentação ( Portuguese : Ostentation funk ) , Brazilian music style created São Paulo 2008 . central theme addressed songs conspicuous consumption , funk ostentação artists sing cars , motorcycles , drink , women , ambitions leave favela achieve life goals . dominant lyrical themes Rio de Janeiro scene time criminality lack social justice , funk ostentação song , "" Bonde da Juju "" , recorded MCs Backdi Bio G3 September 2008 , established new genre opposing theme ostentation . funk ostentação festivals subsequently held state São Paulo , movement began grow . national debut came launch video "" Megane "" MC Boy Charmes mid-2011 . clear funk ostentação best represented audiovisual format , cinematographer KondZilla produce videos , received enthusiastically fans . watched music videos Brazil 2012 2013 , funk ostentação . established popular genres Brazil death Daniel Pellegrine a.k.a . MC Daleste , shot stage Campinas July 2013 .   principal proponents genre time death , extensive media coverage included widely televised tributes funk artists . Funk ostentação strongly associated emerging nova classe média ( new middle class ) Brazil , financial status improving principal funk ostentação artists like MC Guimê , MC Lon , MC Gui MC Pocahontas . 

"
polish trap,
